           1      1.4821      1.4821           0
           2     1.48217     1.48214 2.41505e-05
           3      1.4822     1.48216 2.29966e-05
           4     1.48205     1.48213 2.94529e-05
           5     1.48204     1.48211  2.8695e-05
           6     1.48207     1.48211 2.47665e-05
           7     1.48209      1.4821  2.1372e-05
           8     1.48222     1.48212 2.34879e-05
           9     1.48206     1.48211 2.18124e-05
          10     1.48209     1.48211  1.9745e-05
          11     1.48217     1.48211 1.87173e-05
          12     1.48206     1.48211 1.76321e-05
          13     1.48202      1.4821 1.74982e-05
          14     1.48214     1.48211  1.6392e-05
          15     1.48213     1.48211 1.53924e-05
          16     1.48207     1.48211 1.45772e-05
          17     1.48205      1.4821 1.40379e-05
          18     1.48212      1.4821 1.32878e-05
          19     1.48218     1.48211 1.31997e-05
          20      1.4822     1.48211 1.33911e-05
          21     1.48214     1.48211 1.28416e-05
          22      1.4822     1.48212 1.27759e-05
          23     1.48225     1.48212 1.34612e-05
          24     1.48205     1.48212 1.32046e-05
          25     1.48225     1.48213 1.37083e-05
          26     1.48226     1.48213  1.4156e-05
          27     1.48211     1.48213 1.36455e-05
          28     1.48209     1.48213 1.32244e-05
          29     1.48217     1.48213 1.28593e-05
          30     1.48214     1.48213 1.24325e-05
