           1    -0.41456    -0.41456           0
           2   -0.399687   -0.407123   0.0052585
           3   -0.407478   -0.407242  0.00350699
           4   -0.410659   -0.408096  0.00273236
           5   -0.410563   -0.408589  0.00222999
           6   -0.412657   -0.409267  0.00195866
           7   -0.410851   -0.409494  0.00169187
           8   -0.411725   -0.409772   0.0015032
           9   -0.415381   -0.410396  0.00145966
          10   -0.408667   -0.410223  0.00132389
          11   -0.411756   -0.410362  0.00121086
          12   -0.412418   -0.410534    0.001122
          13   -0.409556   -0.410458  0.00103821
          14   -0.411269   -0.410516 0.000965663
          15   -0.406859   -0.410272 0.000931563
          16   -0.417104   -0.410699 0.000966237
          17   -0.406755   -0.410467 0.000936845
          18   -0.405388   -0.410185 0.000926314
          19   -0.407163   -0.410026 0.000891109
          20   -0.407013   -0.409875 0.000859197
          21   -0.407782   -0.409776 0.000824045
          22   -0.411067   -0.409834 0.000788675
          23   -0.407184   -0.409719 0.000762755
          24   -0.409048   -0.409691 0.000731487
          25   -0.405207   -0.409512 0.000723884
          26   -0.411012    -0.40957 0.000698337
          27   -0.412263   -0.409669 0.000679558
          28   -0.416531   -0.409914 0.000698078
          29   -0.407732   -0.409839 0.000678052
          30   -0.416548   -0.410063 0.000691348
          31   -0.409693   -0.410051 0.000669149
          32   -0.410152   -0.410054 0.000648246
          33   -0.400279   -0.409758 0.000692986
          34   -0.415654   -0.409931 0.000693963
          35   -0.406187   -0.409824  0.00068233
          36   -0.414043   -0.409941 0.000673365
          37   -0.409656   -0.409934  0.00065521
          38   -0.404963   -0.409803 0.000650892
          39   -0.411228   -0.409839 0.000635227
          40   -0.414046   -0.409945 0.000627991
          41   -0.417348   -0.410125  0.00063811
          42   -0.416972   -0.410288 0.000643402
          43   -0.411858   -0.410325 0.000629474
          44   -0.414127   -0.410411 0.000621071
          45   -0.408241   -0.410363 0.000609138
          46   -0.409587   -0.410346 0.000596129
          47   -0.409557   -0.410329 0.000583682
          48    -0.40679   -0.410256  0.00057616
          49   -0.408411   -0.410218  0.00056563
          50   -0.414253   -0.410299 0.000560045
          51    -0.40471   -0.410189 0.000559683
          52    -0.41568   -0.410295  0.00055879
          53   -0.410831   -0.410305 0.000548339
          54   -0.408635   -0.410274 0.000539056
          55   -0.409974   -0.410268 0.000529282
          56   -0.410279   -0.410269 0.000519831
          57    -0.41675   -0.410382 0.000523001
          58   -0.410483   -0.410384 0.000513987
          59   -0.414852    -0.41046 0.000510823
          60   -0.411084    -0.41047 0.000502416
          61   -0.417428   -0.410584 0.000506963
          62   -0.410029   -0.410575 0.000498865
          63   -0.412292   -0.410602  0.00049169
          64   -0.421519   -0.410773 0.000512742
          65   -0.409526   -0.410754 0.000505213
          66   -0.403431   -0.410643 0.000509597
          67   -0.413251   -0.410682 0.000503476
          68   -0.408424   -0.410649 0.000497166
          69   -0.405334   -0.410572 0.000495892
          70    -0.41638   -0.410655   0.0004957
          71   -0.409998   -0.410645 0.000488805
          72   -0.412564   -0.410672 0.000482742
          73   -0.407554   -0.410629 0.000478015
          74   -0.408762   -0.410604 0.000472222
          75   -0.417769     -0.4107 0.000475491
          76   -0.416145   -0.410771 0.000474603
          77   -0.415026   -0.410826 0.000471645
          78   -0.417775   -0.410916 0.000473937
          79   -0.415895   -0.410979  0.00047211
          80   -0.400266   -0.410845 0.000484828
          81   -0.415637   -0.410904 0.000482439
          82   -0.411955   -0.410917 0.000476725
          83   -0.401732   -0.410806 0.000483653
          84   -0.412664   -0.410828 0.000478401
          85   -0.414029   -0.410866 0.000474253
          86   -0.411248    -0.41087 0.000468759
          87    -0.40926   -0.410852 0.000463736
          88   -0.410222   -0.410845 0.000458522
          89   -0.412591   -0.410864  0.00045379
          90   -0.411386    -0.41087 0.000448785
          91   -0.418885   -0.410958 0.000452414
          92   -0.411162    -0.41096 0.000447502
          93   -0.409304   -0.410942 0.000443044
          94   -0.413828   -0.410973 0.000439394
          95   -0.411339   -0.410977 0.000434785
          96   -0.410411   -0.410971 0.000430296
          97   -0.415736    -0.41102 0.000428655
          98   -0.405527   -0.410964  0.00042793
          99   -0.410541    -0.41096 0.000423629
         100   -0.411151   -0.410962 0.000419397
