0	-0.152005	0	
1	-0.139521	0.0124839	
2	-0.134833	0.00859793	
3	-0.134921	0.00608029	
4	-0.135384	0.00473248	
5	-0.135659	0.00387381	
6	-0.135464	0.0032798	
7	-0.137497	0.00349318	
8	-0.137663	0.00308519	
9	-0.137338	0.00277858	
10	-0.138515	0.00277522	
11	-0.139449	0.00270012	
12	-0.139937	0.00253128	
13	-0.139665	0.00235924	
14	-0.141646	0.00295744	
15	-0.142327	0.00284897	
16	-0.142979	0.00275459	
17	-0.143036	0.00259767	
18	-0.141638	0.00282704	
19	-0.142447	0.00280127	
20	-0.141991	0.00270329	
21	-0.141303	0.00266772	
22	-0.142268	0.0027255	
23	-0.142723	0.00264892	
24	-0.142366	0.00256575	
25	-0.142033	0.00248746	
26	-0.141739	0.00241157	
27	-0.141629	0.00232643	
28	-0.141306	0.00226794	
29	-0.141234	0.00219222	
30	-0.14092	0.00214345	
31	-0.140893	0.00207555	
32	-0.141203	0.00203539	
33	-0.141483	0.00199431	
34	-0.141798	0.00196198	
35	-0.142155	0.00193984	
36	-0.14209	0.00188779	
37	-0.142309	0.00185042	
38	-0.142443	0.00180734	
39	-0.142313	0.00176637	
40	-0.142502	0.00173303	
41	-0.142909	0.00173954	
42	-0.143428	0.00177623	
43	-0.143464	0.00173577	
44	-0.14384	0.00173779	
45	-0.14356	0.0017225	
46	-0.143693	0.00169068	
47	-0.143737	0.00165567	
48	-0.144021	0.00164624	
49	-0.143665	0.00165188	
50	-0.143572	0.00162183	
51	-0.143446	0.00159532	
52	-0.143475	0.00156521	
53	-0.143177	0.00156466	
54	-0.142974	0.0015492	
55	-0.143237	0.00154375	
56	-0.142888	0.00155608	
57	-0.143154	0.0015521	
58	-0.143273	0.00153016	
59	-0.143095	0.00151488	
60	-0.14291	0.00150129	
61	-0.142616	0.0015059	
62	-0.142618	0.00148181	
63	-0.142612	0.00145848	
64	-0.142221	0.00148819	
65	-0.142143	0.00146751	
66	-0.142173	0.00144575	
67	-0.142022	0.00143236	
68	-0.142187	0.0014211	
69	-0.142494	0.00143384	
70	-0.142811	0.00144857	
71	-0.142988	0.0014392	
72	-0.142684	0.0014514	
73	-0.142934	0.0014532	
74	-0.142721	0.00144932	
75	-0.143042	0.00146559	
76	-0.142865	0.00145724	
77	-0.142996	0.00144444	
78	-0.143146	0.00143386	
79	-0.143078	0.00141744	
80	-0.143123	0.00140055	
81	-0.143361	0.00140361	
82	-0.143589	0.00140532	
83	-0.143486	0.00139232	
84	-0.14298	0.00146585	
85	-0.142935	0.0014494	
86	-0.142905	0.00143296	
87	-0.14307	0.00142608	
88	-0.143073	0.00140997	
89	-0.143238	0.00140396	
90	-0.143372	0.0013949	
91	-0.143654	0.00140812	
92	-0.143607	0.0013937	
93	-0.143376	0.00139796	
94	-0.143091	0.00141238	
95	-0.143269	0.00140895	
96	-0.143292	0.00139454	
97	-0.143253	0.00138079	
98	-0.142914	0.00140806	
99	-0.143039	0.00139951	
