1.00345	0.482352	-0.0813898	0.00552876	ACCEPTANCE: 1
1.00255	0.490926	-0.114094	0.00563559	ACCEPTANCE: 1
0.973815	0.47585	-0.0813398	0.00573505	ACCEPTANCE: 1
0.990373	0.485291	-0.104265	0.00559769	ACCEPTANCE: 1
1.00538	0.477896	-0.0649731	0.00538164	ACCEPTANCE: 1
1.04759	0.482134	-0.0306834	0.00482735	ACCEPTANCE: 1
1.04268	0.487344	-0.0482098	0.00517709	ACCEPTANCE: 1
0.985001	0.471019	-0.0590654	0.00597791	ACCEPTANCE: 1
0.975537	0.478132	-0.0876853	0.0053204	ACCEPTANCE: 0.9
0.968632	0.473879	-0.0776004	0.00602576	ACCEPTANCE: 1
0.998453	0.476364	-0.0581699	0.0057262	ACCEPTANCE: 0.9
0.98683	0.486205	-0.11502	0.00465284	ACCEPTANCE: 0.8
0.989295	0.501885	-0.157466	0.00461172	ACCEPTANCE: 0.9
0.993561	0.504096	-0.157412	0.00455796	ACCEPTANCE: 0.9
0.984498	0.504565	-0.176035	0.00484252	ACCEPTANCE: 0.9
0.956214	0.50326	-0.19653	0.004544	ACCEPTANCE: 0.9
0.94925	0.503517	-0.208617	0.00456142	ACCEPTANCE: 1
0.949512	0.507849	-0.225167	0.00413935	ACCEPTANCE: 0.8
0.927569	0.496197	-0.211537	0.00487321	ACCEPTANCE: 1
0.914492	0.497869	-0.220961	0.00452914	ACCEPTANCE: 0.8
0.931263	0.495804	-0.202955	0.00540722	ACCEPTANCE: 1
0.933793	0.49345	-0.189935	0.00480537	ACCEPTANCE: 1
0.931962	0.50584	-0.234527	0.00403045	ACCEPTANCE: 0.8
0.926017	0.493317	-0.194636	0.00509057	ACCEPTANCE: 1
0.93882	0.489637	-0.17111	0.00500355	ACCEPTANCE: 1
0.966272	0.491599	-0.146455	0.00514829	ACCEPTANCE: 0.8
0.961435	0.499822	-0.183566	0.00496863	ACCEPTANCE: 1
0.966329	0.515856	-0.221417	0.00460482	ACCEPTANCE: 0.8
0.956315	0.518102	-0.237323	0.00441494	ACCEPTANCE: 0.9
0.937237	0.532439	-0.290707	0.00346938	ACCEPTANCE: 1
0.939223	0.545798	-0.320051	0.00339592	ACCEPTANCE: 0.9
0.914903	0.553939	-0.354097	0.00321921	ACCEPTANCE: 0.7
0.930002	0.542282	-0.316095	0.00356773	ACCEPTANCE: 0.8
0.913727	0.544682	-0.341287	0.00318839	ACCEPTANCE: 1
