0	5.37847	0	
1	5.34521	0.0332579	
2	5.38689	0.0458891	
3	5.39082	0.032686	
4	5.39512	0.0256815	
5	5.38192	0.0247809	
6	5.38342	0.0209974	
7	5.38645	0.0184357	
8	5.38926	0.0164998	
9	5.37944	0.0177302	
10	5.37166	0.0178247	
11	5.36783	0.0167152	
12	5.38635	0.0240658	
13	5.39397	0.0235505	
14	5.39263	0.0219652	
15	5.40232	0.0227155	
16	5.41159	0.0232618	
17	5.42401	0.0252086	
18	5.43118	0.0248972	
19	5.43433	0.0238298	
20	5.43894	0.0231302	
21	5.44047	0.0221066	
22	5.44773	0.0223378	
23	5.44788	0.0213874	
24	5.44208	0.0213179	
25	5.43839	0.020812	
26	5.43836	0.0200264	
27	5.43619	0.0194193	
28	5.44092	0.0193253	
29	5.44375	0.0188834	
30	5.44249	0.0183077	
31	5.44805	0.0185791	
32	5.45447	0.0191185	
33	5.453	0.0186065	
34	5.45299	0.018067	
35	5.45303	0.0175581	
36	5.45119	0.0171758	
37	5.44735	0.0171538	
38	5.44795	0.0167191	
39	5.44947	0.0163659	
40	5.44763	0.0160667	
41	5.45061	0.0159597	
42	5.45109	0.0155915	
43	5.45431	0.0155701	
44	5.45556	0.0152713	
45	5.45562	0.0149357	
46	5.45638	0.0146339	
47	5.45506	0.0143868	
48	5.45418	0.0141174	
49	5.45469	0.0138415	
50	5.45371	0.0136025	
51	5.45535	0.0134392	
52	5.45617	0.0132085	
53	5.45803	0.0130939	
54	5.45435	0.0133685	
55	5.45672	0.0133399	
56	5.45729	0.0131159	
57	5.45915	0.0130219	
58	5.45562	0.013278	
59	5.45573	0.0130553	
60	5.45831	0.013096	
61	5.45811	0.0128845	
62	5.45837	0.0126809	
63	5.45641	0.0126344	
64	5.45656	0.0124394	
65	5.45578	0.0122742	
66	5.45432	0.012177	
67	5.45341	0.0120314	
68	5.45283	0.01187	
69	5.45451	0.0118202	
70	5.4539	0.0116686	
71	5.45449	0.0115205	
72	5.45494	0.0113704	
73	5.45429	0.0112344	
74	5.45451	0.0110858	
75	5.45509	0.0109541	
76	5.45322	0.0109717	
77	5.45228	0.0108709	
78	5.45162	0.0107527	
79	5.45027	0.0107019	
80	5.4492	0.010623	
81	5.44969	0.0105036	
82	5.44762	0.0105805	
83	5.44675	0.0104897	
84	5.44813	0.0104568	
85	5.44824	0.0103352	
86	5.44775	0.0102276	
87	5.44855	0.0101427	
88	5.44797	0.0100447	
89	5.44618	0.0100932	
90	5.44703	0.010018	
91	5.44779	0.00993752	
92	5.44965	0.010004	
93	5.4483	0.00998857	
94	5.44668	0.0100149	
95	5.44786	0.00998003	
96	5.44761	0.00987976	
97	5.44717	0.00978841	
98	5.44677	0.00969716	
99	5.44622	0.00961568	
