0	1.56	0.8
1	1.55985	0.8
2	1.55938	0.8
3	1.55861	0.8
4	1.55753	0.8
5	1.55614	0.8
6	1.55444	0.8
7	1.55244	0.8
8	1.55013	0.8
9	1.54751	0.8
10	1.54459	0.8
11	1.54136	0.8
12	1.53783	0.8
13	1.53401	0.8
14	1.52988	0.8
15	1.52545	0.8
16	1.52073	0.8
17	1.51571	0.8
18	1.51039	0.8
19	1.50478	0.8
20	1.49887	0.8
21	1.49266	0.8
22	1.48616	0.8
23	1.47937	0.8
24	1.47228	0.8
25	1.4649	0.8
26	1.45722	0.8
27	1.44925	0.8
28	1.441	0.8
29	1.43245	0.8
30	1.42362	0.8
31	1.4145	0.8
32	1.4051	0.8
33	1.39541	0.8
34	1.38545	0.8
35	1.37522	0.8
36	1.3647	0.8
37	1.35392	0.8
38	1.34287	0.8
39	1.33156	0.8
40	1.31998	0.8
41	1.30816	0.8
42	1.29607	0.8
43	1.28375	0.8
44	1.27118	0.8
45	1.25838	0.8
46	1.24535	0.8
47	1.23209	0.8
48	1.21862	0.8
49	1.20494	0.8
50	1.19106	0.8
51	1.17699	0.8
52	1.16273	0.8
53	1.1483	0.8
54	1.1337	0.8
55	1.11895	0.8
56	1.10405	0.8
57	1.08902	0.8
58	1.07386	0.8
59	1.05859	0.8
60	1.04323	0.8
61	1.02777	0.8
62	1.01225	0.8
63	0.996659	0.8
64	0.981026	0.8
65	0.96536	0.8
66	0.949676	0.8
67	0.933989	0.8
68	0.918315	0.8
69	0.902669	0.8
70	0.887066	0.8
71	0.871523	0.8
72	0.856056	0.8
73	0.840681	0.8
74	0.825415	0.8
75	0.810273	0.8
76	0.795273	0.8
77	0.78043	0.8
78	0.765762	0.8
79	0.751283	0.8
80	0.737011	0.8
81	0.72296	0.8
82	0.709147	0.8
83	0.695586	0.8
84	0.682292	0.8
85	0.669279	0.8
86	0.656562	0.8
87	0.644153	0.8
88	0.632065	0.8
89	0.62031	0.8
90	0.608899	0.8
91	0.597844	0.8
92	0.587155	0.8
93	0.576839	0.8
94	0.566906	0.8
95	0.557362	0.8
96	0.548216	0.8
97	0.539471	0.8
98	0.531135	0.8
99	0.523209	0.8
100	0.515699	0.8
101	0.508606	0.8
102	0.501932	0.8
103	0.495677	0.8
104	0.489841	0.8
105	0.484423	0.8
106	0.479421	0.8
107	0.474831	0.8
108	0.470652	0.8
109	0.466878	0.8
110	0.463506	0.8
111	0.460529	0.8
112	0.45794	0.8
113	0.455734	0.8
114	0.453902	0.8
115	0.452436	0.8
116	0.451328	0.8
117	0.450569	0.8
118	0.45015	0.8
119	0.45006	0.8
120	0.45029	0.8
121	0.450829	0.8
122	0.451666	0.8
123	0.452791	0.8
124	0.454193	0.8
125	0.455859	0.8
126	0.457779	0.8
127	0.459941	0.8
128	0.462334	0.8
129	0.464945	0.8
130	0.467764	0.8
131	0.470778	0.8
132	0.473977	0.8
133	0.477348	0.8
134	0.480881	0.8
135	0.484563	0.8
136	0.488385	0.8
137	0.492335	0.8
138	0.496402	0.8
139	0.500576	0.8
140	0.504847	0.8
141	0.509206	0.8
142	0.513641	0.8
143	0.518144	0.8
144	0.522705	0.8
145	0.527315	0.8
146	0.531965	0.8
147	0.536648	0.8
148	0.541354	0.8
149	0.546077	0.8
150	0.550807	0.8
151	0.555539	0.8
152	0.560266	0.8
153	0.56498	0.8
154	0.569676	0.8
155	0.574349	0.8
156	0.578991	0.8
157	0.583598	0.8
158	0.588164	0.8
159	0.592683	0.8
160	0.597154	0.8
161	0.60157	0.8
162	0.605928	0.8
163	0.610225	0.8
164	0.614457	0.8
